Lisinopril_purity,Lisinopril_quantity_mg,Hydrochlorothiazide_purity,Hydrochlorothiazide_quantity_mg,Magnesium stearate_purity,Magnesium stearate_quantity_mg,Calcium carbonate_purity,Calcium carbonate_quantity_mg,Starch_purity,Starch_quantity_mg,reaction_temperature_celsius,reaction_time_hours,pH,effectiveness,success
0.9524724071308418,9.91531079564303,0.9570197534151291,13.26964654607526,0.8858083612168199,2.289326019043573,0.9876148305340458,5.31849933679237,0.9214409146007062,21.074733667965564,21.260716035818525,1.662872112524389,6.371487477602707,0.8818292456656891,1
0.9771105576835808,9.139385100016243,0.9589853201971261,14.702706832363535,0.8846450412719997,2.305357750330625,0.983694249224156,4.930329257590647,0.9268370479804469,22.600995360177446,25.47128819549446,2.4654283311494076,5.504889121248999,1.0,1
0.9628026167605968,10.499887497232091,0.9914843405760403,13.16319392574607,0.8888492502051919,2.136573176244545,0.970582612239182,4.74372442753092,0.978011625640635,19.072699560621288,24.307422850061815,1.4641840952127017,7.266862661516239,0.7998326911763863,1
0.9338135010171614,11.297570099812175,0.9639942044772047,13.731745122489434,0.9437557471355214,2.0240186211868805,0.9946012969604767,4.76627423004407,0.9699271351056097,20.541951589798945,29.67213674944411,2.5233447136439326,6.415001964158515,0.9727397225241544,1
0.9488613588645797,11.015061523655728,0.9612181503116993,13.016686381605,0.9210382923035629,2.085770139182276,0.9630022164833228,5.385167066261488,0.9402826017039638,21.803496410943296,30.377449566865046,3.644988430888212,7.356190933623148,0.9787770347262483,1
0.9816438349953807,10.03828813801246,0.9503128458739035,11.40731183140426,0.902210781047073,2.255073689130216,0.9646747493260136,5.30047467833674,0.9426242052414529,21.04119433954964,24.000224894964376,4.190195477162139,7.4180077014813985,0.6689277130160989,0
0.9665738600387939,10.004831755323526,0.9625390908906475,12.989042142382983,0.9708265885966654,2.000902222967127,0.979088657650825,4.999164689190601,0.988995531787742,20.99837276430029,26.028551285503283,1.6442395798999627,7.232728104765075,0.9149159781052801,1
0.9411911106239913,11.115257237433058,0.9518348813699643,14.253131884096069,0.8816587828927857,2.3675360378249324,0.979971629273672,5.267776667150467,0.9322056500303494,20.14268682314184,27.744305687346458,1.4011961245926383,6.071860447594855,1.0,1
0.9617790347013604,10.228705519808145,0.9903747091078997,12.491568280210874,0.970041805716333,1.9133153275399808,0.9736191734098938,5.441225849604428,0.9708168975209167,21.23741448893243,22.109672594057802,1.5016867580608546,5.752208856663376,1.0,1
0.9715137118615615,9.666948020553166,0.979338256677617,13.232469044468209,0.90372490874968,2.107444705091551,0.9726905882282114,5.3382796161737325,0.9794456387345924,21.714721758199747,25.42320184969408,2.1184858580299277,6.295342591655901,0.9731751650282053,1
0.9646142330775815,9.637839716243857,0.9825103451867677,12.70054715054292,0.9080772362440855,2.2070787885142913,0.9669073164968749,5.135633954778949,0.985832100904704,20.16151390574332,30.76471601808639,3.8028365727556666,6.51380816190514,1.0,1
0.9717617878004984,10.338170899387155,0.9756527526540214,12.95988356763705,0.9790053850104263,1.9602612408924855,0.9654632765942244,5.452673348473881,0.9718538032427944,20.63207531068362,25.676927444050214,2.0107375550802065,7.22708674806582,0.949986063391853,1
0.9778977107380065,10.90649926558983,0.9858106701246245,13.306436042031033,0.9690005341817566,1.9450386210834378,0.9636652956537939,4.799184864865896,0.9604796098697321,20.781663299096547,24.746717671104214,1.821080096730846,5.597050551112494,1.0,1
0.9429492616498106,10.67318880172492,0.9780300714118549,14.307481827394325,0.9437429901498207,2.31455109985536,0.9883175620151838,5.062933222963503,0.9426069531058873,21.686742230693458,27.330633570970296,1.132269413340943,5.336494621707471,1.0,1
0.9629535998823673,10.875592392326181,0.9625970253625674,13.807963181271756,0.9754865280663194,2.088936718157838,0.9838571091031397,5.501650286954865,0.9493720043699453,20.296847292814864,25.81355027560053,1.0307983330547705,6.228784493880179,0.8420082495099659,1
0.966951005883133,9.669469830753062,0.9785792142890439,12.691606593581549,0.9425859915714236,2.0724194294654184,0.9796223140846234,5.2073577784508975,0.9314054098957001,22.44966365108542,20.496086361172885,2.765722335990994,6.680284690833587,0.9930278590196988,1
0.9864878885265915,10.35964423781797,0.9907407788880228,12.548377017045077,0.8995791134789296,2.1691885618023186,0.9724400495814567,5.195075591030824,0.9791412717678618,19.790568934048434,26.488041938729538,2.9390821449894284,7.31353072975561,0.7157017756229374,0
0.9765847776445198,9.614848769716295,0.9653361593113857,13.954245088579993,0.9554542874084682,2.0472441625209203,0.9640218308846014,5.189754492050706,0.9778520226275419,21.405011800999823,22.92298931187894,1.0765999520380192,7.211688310765539,0.8773691507928746,1
0.967910232730188,9.405807627689574,0.9647899045416461,12.666764543869443,0.9472518456077038,2.1927303098784465,0.9907951075689876,5.214765380245575,0.9263844272134084,20.834604787092132,25.48404916620712,2.2886658130768143,5.964592621552702,1.0,1
0.9793116035574214,10.315318767864895,0.9817809002220423,13.46682488782922,0.9747248577383858,2.0028850310355493,0.998454041489092,4.841427785664088,0.9258450501689068,23.07093542526509,24.94283958411543,4.011015615642863,5.635894028585418,0.9386960856687242,1
0.9370515748066264,11.350036005419717,0.9762515944293721,13.297585901514454,0.9762172548474541,1.9006414745688212,0.993875365999389,4.81847718079322,0.9356517086963617,21.449918252681666,31.401444844074312,1.2503138747194091,6.563985164288312,1.0,1
0.9840694806294593,11.084627772568036,0.9520450871153655,13.05680551106636,0.9420132597801537,2.226753064110428,0.9708178661362642,5.109680387505566,0.9447346559618237,19.73563891916282,23.365673177013736,3.503756112601626,7.1243066952833445,0.9589084194003149,1
0.9327131202063714,10.681949493644517,0.9864748998851824,12.492575085607712,0.9787276129314945,2.073659438669966,0.9748547434086098,4.84755658708179,0.9878940078470222,20.524099748388334,25.030972422904384,2.232267880552011,7.209388480479689,1.0,1
0.9866859437929457,10.293274475470017,0.9882341325804835,12.45085529502558,0.8929159415151495,2.0607624606005897,0.9972079900630901,4.670893652606864,0.96701904790841,21.235871055892787,25.097517279584526,2.96891628351745,6.578178636211288,1.0,1
0.9825992161595007,9.657862758592396,0.9512952204341002,12.963185046453914,0.9555137255673619,2.248952013862991,0.9683056022988474,5.3902985583565295,0.929546003291074,19.65381684343999,26.135019012418148,3.7496257957143824,6.300197368099304,0.9546306558317825,1
0.9454946632979375,10.99763237010631,0.9706611090307218,12.873829415275688,0.9128751610287508,2.235039378669543,0.9847026333183523,5.046469873464409,0.9290215805337455,21.446968254276346,20.108701122700616,2.0866714181316124,8.043025610452453,0.7621682863923243,1
0.9401361037843299,10.20304445786527,0.9539916140190675,12.736599450323872,0.8920635871100601,2.081231808924499,0.9742065245808749,5.083230987548751,0.95523920895984,20.830437340597786,28.05307928237885,3.0064537328533594,6.779500040375069,1.0,1
0.9521348183741863,10.339541919600808,0.9708140622259916,13.423915881332873,0.9695206837687199,1.9609756111958108,0.9799554202425109,4.854233942490749,0.9513188656776419,21.10699490597672,24.29982211323907,2.035434995981862,5.2461650902751416,1.0,1
0.9656155472132429,10.902543490166398,0.9724298989518075,13.274500740103537,0.8886920288087423,2.517669640120923,0.9890721394931888,5.311678454378305,0.9502161682360776,20.639441282723023,22.841078534898624,2.656641554706005,7.824742915523624,0.7492055184921075,0
0.9396408823955734,10.309261459735774,0.9583955160823088,12.502286312954997,0.9696765424626425,2.006321690659818,0.963129116080804,4.54176916318814,0.9887665031836025,20.919642943966387,21.53250406457585,3.581252556120677,6.87588748310013,0.7794008616102353,1
0.964296761368194,10.854030096859141,0.9584169686850885,12.545599744719114,0.9123679236404244,2.222760886734025,0.9694539795641881,4.450712854698629,0.9280385777317443,19.908342077747694,26.841955947129716,1.666733733268378,5.152271730052304,1.0,1
0.9708901633334358,10.691348969567017,0.9842102536950359,12.24119849212738,0.9211840914147269,2.435327345259424,0.9736058623951768,5.1791310178563,0.9326863146315962,21.53928239751304,21.169233307841097,3.804023387884256,5.607743146590235,1.0,1
0.969911833241772,9.171912764926079,0.9894740243365898,12.860859610693588,0.9192445107422635,2.1484901098814317,0.9747008327475714,5.463484722054931,0.9523875849968725,22.104018754865223,23.971625312439027,1.6763481037398706,6.85819969701419,0.9715708792110688,1
0.9500943368794252,10.824681232196424,0.9562672432698524,13.40458058448083,0.9333461091976322,2.276468166080145,0.9948618107389874,4.903345561526985,0.9418205447456884,21.66423388458655,24.182243597979106,3.7032721368223718,6.582106677109178,0.8219605922765001,1
0.9732021921927645,10.987389615874982,0.9744225999506418,13.475033157400727,0.9051799058906953,2.0925801019096237,0.9954295718920115,4.894139719997847,0.9608374256336284,19.888022830654524,26.047029632384813,1.4732334501230004,7.611532960438269,1.0,1
0.9853499628706377,10.448203884372093,0.9818257385441029,12.890681065894682,0.9406715046382856,2.004976814844156,0.976541096180793,5.167187389973497,0.9847897959034744,20.410543982271154,27.619355766027105,2.2545645245971766,5.909912258297184,0.9934613578876218,1
0.9622437361762753,10.272927578159825,0.9656128940853302,13.351714322992578,0.9537501248109748,1.9394215005775644,0.977645141129175,5.04765584277068,0.929859991426586,21.501459068794947,22.59379773433207,3.9468288390187856,6.140532864954153,0.8044627999682649,1
0.9898124551107569,10.01980942931799,0.9725987754649059,12.416755420310713,0.9549960470399178,2.1098816718589264,0.9681863181307279,5.134640824843802,0.9333481404464566,21.59433950760815,22.982388504363573,1.1308587464425308,7.540603747145477,0.6356961521800937,0
0.9393144147558428,10.800346479002153,0.9925751957960135,12.433049666700967,0.9173309316279753,2.2710695954237905,0.9759406326728257,4.783452076574807,0.9217770448962241,22.223721137324198,25.562007837242398,1.043201224841134,6.594563854531487,1.0,1
0.9442909668628037,10.032258034989646,0.9544748626741705,13.629133098519356,0.9655696468106285,1.973921434708287,0.9923785747181126,5.4531601634055535,0.9343489006791075,20.327428674544628,21.01695214337725,4.002542395712583,6.691988566152903,0.7466541201643511,0
0.967448934470948,10.980783573940466,0.9696256938110892,11.49291578877096,0.9094465759541918,2.305998312013995,0.9911943549819453,5.036611046308663,0.9497649453128464,23.327076502213167,23.337817576292334,1.3267129079567466,6.07508477643066,0.8689229600825092,1
0.9632506801509476,10.667972563532937,0.9793139174758339,12.464626977160659,0.881099582865848,2.3296955090894786,0.9653385395726835,5.599210162772643,0.9665525672182379,22.316938950709687,21.581748065931354,2.236100789629422,6.424072796619089,0.9215582857578779,1
0.947321624206242,11.264026585259234,0.9633704772030428,12.401915114367483,0.9366404640296897,2.3575016780467863,0.9965363598336655,4.940975351065003,0.9712800468047176,21.216915689893348,18.9560156186293,2.278825003338765,7.389381467593804,1.0,1
0.9560896403162248,10.434552632937045,0.9610880914957598,13.331073525872103,0.9494696470854427,2.1625330701617287,0.9706136603519685,4.6973203180850875,0.9264107451328645,22.823715413171247,27.248660000753425,2.596000206406547,7.541777121144499,0.8838741500112073,1
0.9449800805315511,9.774517219405801,0.9944450603598491,12.53343189054983,0.9744059339686613,2.1365309886657666,0.9613238931648461,5.235968802346589,0.9688194187072788,21.104696434346426,29.393760126114092,4.049174304279047,7.160192949968302,0.7178774512970312,0
0.9372340131466368,10.936987484421254,0.9534628940733144,12.426752029111453,0.9524766771528761,2.2339577797161096,0.9625488972911587,5.301696997962894,0.9753506215387274,18.526994297884233,24.193591190197278,2.8878875422726193,6.1787231561961375,0.9988044143518984,1
0.9760312973358676,9.984383941221694,0.9782377458448266,11.190651566626276,0.9673677114186339,1.8936108223007944,0.9887657097619668,4.61216464626318,0.9367144002037812,21.030571866543035,21.952019908661537,1.7062957588674352,6.445200382072048,1.0,1
0.9827470984537299,9.755518580086306,0.9925129410031135,14.048760621736948,0.8967033946092076,2.1563543979757323,0.9986555764193421,5.298899694296462,0.9558881957711556,22.618867618032514,21.72947477136306,1.512619203057249,6.884112482605144,0.8662318990519142,1
0.9896944693587861,9.915484697181002,0.9841207314066841,11.956377144701115,0.9496020618053792,2.1423309202654868,0.9687531823016298,5.064098809553072,0.9356672330375837,23.89458086765625,27.010713911905178,1.2513586835044581,5.927136031984864,1.0,1
0.9630514422365484,10.946253091601122,0.9539144041960134,11.958261752023578,0.9059753783760326,2.06878245777137,0.9882133844338548,4.846901363547192,0.9354128241364869,21.372084506009447,22.162632239398864,2.6563831384157583,7.622604938086902,0.6867676994046082,0
0.9778455612964156,10.703631264070912,0.9890282390431911,12.905145246199359,0.9508362976715035,2.156250942711722,0.9865254900986518,5.285582111424126,0.9633027964750629,20.0879814175825,29.5009262535986,3.5485848099931765,6.695811992166597,0.8861176131753549,1
0.9472222879904948,10.558986525546759,0.9777617113269084,12.800052575727648,0.905980358106416,2.2174825280005726,0.9847262224208848,5.457134494873365,0.9274886447178872,21.793938437463954,28.353026391902244,2.0304733238863055,6.824624303011496,0.9772395068784552,1
0.9340410360881264,9.73728155199761,0.9779411982995364,13.398693473031416,0.8845742033812513,2.3024752687717536,0.9609588897418933,5.066344362014715,0.9215486486070299,21.560404459421655,24.884851848253025,2.7904942977709934,7.341931058574607,0.9251502215078412,1
0.9432461767673257,11.125043183945843,0.9537071470527129,13.84194119147367,0.907325952699821,2.348719747438171,0.997083678927766,4.958858428715998,0.9860531144117319,19.119701662840008,22.71245616083174,1.9739376733108693,7.8032248693287,0.8387624336810692,1
0.9691000095225532,10.809257326085632,0.97129444580112,12.648728879714438,0.9768193427914722,2.075068384648497,0.9902872772588779,4.990961718484095,0.9739645291250837,21.0068523175083,27.059936452135286,1.480787421397718,6.621843187220985,0.858452689072741,1
0.9594956728044862,10.25742100223854,0.952889402168381,12.074194622307022,0.9597559100637187,2.1427011646295417,0.9721041163980193,5.072270764906466,0.9250712821456192,21.59251004667036,26.88239190562881,1.8285005860016958,7.018162362410586,1.0,1
0.9445227009517517,11.858913639270911,0.9816109236744847,12.719778038286655,0.9359648683486914,2.043205036719534,0.973674450317158,5.144856226493621,0.9223242176153957,21.490260858733908,20.546714645157262,2.8362513837846617,6.084186246323846,1.0,1
0.9822581474247651,10.362818461758321,0.9821339119459592,12.358635931485967,0.9614825113746512,2.1933846671462995,0.9631244790090023,5.221166579348113,0.9772108438973746,21.438715709952756,25.015294002646893,3.543398806981655,5.371155741122366,0.9593630553382649,1
0.9633218130562579,9.896374365209619,0.9948350262225534,13.038170408501568,0.9774793162146783,1.9306979151826784,0.9865289014548203,5.211270890721216,0.9250538886285423,22.799802650885162,27.120696306274066,2.9272053096214043,5.960684438257919,0.8555072689163883,1
0.9735154596249082,11.30014777115472,0.9719001023641116,11.811301178730227,0.9392350328593362,2.0684100247313686,0.995582170479051,5.155993272492396,0.9642092154064764,19.442037544003366,27.87997417374924,3.5993307416419213,5.954229394190201,1.0,1
0.9567183153001599,9.284641714061907,0.9766827883145717,12.948932902625106,0.8963523872585023,2.273021229729987,0.970067203875344,5.131900950603804,0.9659715665178905,21.851285464198774,20.554323304341292,3.605326714422978,5.570082580990824,0.934890259016426,1
0.9449228563552579,11.23567219194924,0.9777715243971813,12.248268147750371,0.8967619216288317,2.2883068432769247,0.9614301856504082,5.4208509679467705,0.953224161302487,22.263914173019305,28.957431691671626,3.8388993683176387,5.8150616521389304,0.8988533486166029,1
0.9323606124401106,10.655257076567317,0.9920243757887557,11.948449553210835,0.911615610497675,2.129322517107413,0.9657853848375214,5.179538867192831,0.9890641086071192,20.362019426610406,29.328099492781746,2.115867892865717,7.837518785191396,0.8066982504391882,1
0.970405945999495,10.636923776392464,0.9936460420748272,12.753893422560921,0.9243750219304571,2.093229047042619,0.9938575479207227,5.168551564820435,0.9786680702753677,19.498786947687613,29.400666109285233,3.139382031616875,7.075349786890096,0.9581482820310755,1
0.9429405091438631,10.027359477256383,0.9793054839668671,13.805144440642767,0.8906593030307991,2.358381313909844,0.9905130338782726,4.984189829187649,0.9596911382690667,21.428147210970355,24.46880001910459,2.0848021309596523,7.224753068054426,0.8804653578920402,1
0.9303455196298873,10.195849427220406,0.9646063623455121,12.130581283851209,0.9495467206689863,1.933160200003573,0.9751537659495435,4.72932412721115,0.9461276254140538,20.817977918996966,22.46167318745189,2.899458643962732,5.9811500577256345,0.9220701530755211,1
0.9315385239483862,10.11405072926007,0.9679470251403605,11.924208962429889,0.9380172369227332,2.380406044741034,0.989830447200143,5.234520583299235,0.9769090017101265,20.21407754195161,29.844167929420397,1.1696496899183921,5.860546122908536,1.0,1
0.9623496766005153,10.07043170420624,0.9640088464620201,13.948599668943242,0.9072624000733533,2.289644449885501,0.9761284149594887,5.087888947856046,0.9676782497775488,20.503484630830872,23.82853440834756,1.3353084390920074,7.098190526292934,0.9056548812101679,1
